author,time_published,description,hashtags,music,engagement,video_url
"{'username': 'crownmejun', 'nickname': 'Crown Me Jun 👑'}",1w ago,Liệu anh cả Thuận còn nhớ lần đầu tới đảo Lý Sơn khum ạ? Để em gợi nhớ chút giùm anh nha,"['#JunPham', '#GiadinhHaHa', '#PhamDuyThuan', '#GDHH', '#Junphamgiadinhhaha', '#PhamDuyThuanGDHH']","{'title': 'música da Emanuely - Isabelly Sophia thomazelli', 'link': '/music/música-da-Emanuely-7371172887250225925'}","{'likes': '65.9K', 'comments': '125', 'shares': '575'}",https://www.tiktok.com/@crownmejun/video/7527381914987089170
"{'username': 'saptinshowbiz.official', 'nickname': 'Sạp Tin Showbiz'}",7-13,Rapper Lil Wuyn đến khá muộn tại đám cưới Đạt G - Cindy Lư,"['#saptinshowbiz', '#tiktokgiaitri', '#Kindnmeow', '#lilwuyn']","{'title': 'Bật Đèn Xanh - Vân Anh Pinky', 'link': '/music/Bật-Đèn-Xanh-7441126118013192193'}","{'likes': '83.5K', 'comments': '247', 'shares': '686'}",https://www.tiktok.com/@saptinshowbiz.official/video/7526541979048529159
"{'username': 'soimoishowbiz', 'nickname': 'Soi Mói Showbiz'}",7-14,Hết thời hoàng kim? Dì Dung xịt keo tại thảm đỏ họp báo 😱,"['#soimoishowbiz', '#phamkimdung', '#senvangentertainment', '#duocsitien', '#tiktokgiaitri']","{'title': 'nhạc nền  - Soi Mói Showbiz', 'link': '/music/nhạc-nền-Soi-Mói-Showbiz-7526923526004312849'}","{'likes': '36.8K', 'comments': '288', 'shares': '1740'}",https://www.tiktok.com/@soimoishowbiz/video/7526923495335398664
"{'username': 'meowentertainmentvn', 'nickname': 'MEOW ENTERTAINMENT'}",7-13,Cindy Lư cùng con gái chào mọi người ra về sau đám cưới,"['#MeowEntertainment', '#Meownetwork', '#Saptinggg', '#Saptinshowbiz', '#Kindnmeow', '#Tiktokgiaitri']","{'title': 'Bật Đèn Xanh - Vân Anh Pinky', 'link': '/music/Bật-Đèn-Xanh-7441126118013192193'}","{'likes': '86.6K', 'comments': '279', 'shares': '429'}",https://www.tiktok.com/@meowentertainmentvn/video/7526622464776965396
"{'username': '24hshowbizvtv', 'nickname': '24H SHOWBIZ'}",6d ago,"Xót xa khi chứng kiến Diễn viên Huỳnh Anh Tuấn phải ngồi xe lăn, trùm kín khẩu trang, sau cơn đột quỵ thập tử nhất sinh","['#24hShowbiz', '#tiktokgiaitri', '#learnontiktok']","{'title': 'Nhắm Mắt Thấy Mùa Hè - Nguyên Hà', 'link': '/music/Nhắm-Mắt-Thấy-Mùa-Hè-7298998805272332290'}","{'likes': '146.2K', 'comments': '4167', 'shares': '10.3K'}",https://www.tiktok.com/@24hshowbizvtv/video/7527669161703558418
"{'username': 'suyphimhay', 'nickname': 'Suy Phim Hội'}",7-14,Hội đồng gia tiên ngầu đét 😎,"['#NhaGiaTien', '#Huynhlap', '#phuongmychi', '#phimvietnam', '#filmtok', '#movietok', '#galaxyplay']","{'title': 'nhạc nền  - Nhà Gia Tiên Movie', 'link': '/music/nhạc-nền-Nhà-Gia-Tiên-Movie-7464946549144619777'}","{'likes': '300.7K', 'comments': '1747', 'shares': '22.8K'}",https://www.tiktok.com/@suyphimhay/video/7526590218288352530
"{'username': 'nhipsongonline', 'nickname': 'Nhịp Sống Online'}",1w ago,Jack (J97) nở nụ cười có lẽ anh đã thoải mái hơn Khi đã bày tỏ hết nỗi lòng dấu kín 5 năm qua,"['#nhipsongonline', '#jack', '#j97', '#thienan', '#tiktokgiaitri']","{'title': 'Cuối Cùng Thì - Jack - J97', 'link': '/music/Cuối-Cùng-Thì-7187395117974554625'}","{'likes': '266.8K', 'comments': '5460', 'shares': '25.8K'}",https://www.tiktok.com/@nhipsongonline/video/7527547963887979794
"{'username': 'tn_btrann', 'nickname': 'B_trann'}",6d ago,Anh đánh đổi cả tương laii,"['#phuongtuanjack', '#xuhuongtiktok', '#jackj97🌻💛', '#trinhtranphuongtuan', '#phuongtuanj97', '#xhtiktok']","{'title': 'nhạc nền  - thu', 'link': '/music/nhạc-nền-thu-7495745468371061520'}","{'likes': '254.8K', 'comments': '2562', 'shares': '47.9K'}",https://www.tiktok.com/@tn_btrann/video/7527924741290593543
"{'username': 'hothitshowbiz', 'nickname': 'HOT HIT SHOWBIZ'}",7-13,,"['#hothitshowbiz', '#fyp', '#tiktokviral', '#learnontiktok', '#datg', '#cindylu', '#wedding', '#quoctruong']","{'title': 'Thay Lòng (Yang Remix) - Hương Ly, BD Media Music', 'link': '/music/Thay-Lòng-Yang-Remix-7020360795696106242'}","{'likes': '282.8K', 'comments': '2462', 'shares': '10.1K'}",https://www.tiktok.com/@hothitshowbiz/video/7526588241898736903
"{'username': '8insight', 'nickname': '8INSIGHT 📮'}",3d ago,Cận cảnh nhan sắc cam thường,"['#bossnews', '#danthy', '#learnontiktok']","{'title': 'nhạc nền  - 8INSIGHT 📮', 'link': '/music/nhạc-nền-8INSIGHT-📮-7529012393024736001'}","{'likes': '26.1K', 'comments': '6912', 'shares': '2879'}",https://www.tiktok.com/@8insight/video/7529012332274421013
"{'username': 'kinggroupviet', 'nickname': 'KingGroupViet'}",6d ago,Đây là 4 bóng hồng trong đời Minh Luân,"['#minhluan', '#ninhduonglanngoc', '#lanngoc']","{'title': 'nhạc nền  - KingGroupViet', 'link': '/music/nhạc-nền-KingGroupViet-7527880437776468792'}","{'likes': '5578', 'comments': '66', 'shares': '124'}",https://www.tiktok.com/@kinggroupviet/video/7527880406272724280
"{'username': 'meowentertainmentvn', 'nickname': 'MEOW ENTERTAINMENT'}",7-13,"Đạt G tất bật phụ gia đình sắp xếp đồ đạc ra về sau đám cưới, không quên chăm lo cho con gái","['#MeowEntertainment', '#Meownetwork', '#Saptinggg', '#Saptinshowbiz', '#Kindnmeow', '#Tiktokgiaitri']","{'title': 'Bật Đèn Xanh - Vân Anh Pinky', 'link': '/music/Bật-Đèn-Xanh-7441126118013192193'}","{'likes': '179.2K', 'comments': '1038', 'shares': '1992'}",https://www.tiktok.com/@meowentertainmentvn/video/7526621849669750036
"{'username': 'fafalo.showbiz', 'nickname': 'FaFaLo Showbiz'}",1w ago,"Jack ân cần dặn fan về nhanh kẻo trời mưa sau buổi họp báo, được Đom Đóm gọi là “cục vàng” 🥰","['#jack', '#j97', '#thienan', '#viral', '#xuhuong', '#trending', '#videoviral', '#tiktokviral', '#showbiz', '#fafaloshowbiz']","{'title': 'Hồng Nhan (K-ICM Remix) - Jack', 'link': '/music/Hồng-Nhan-K-ICM-Remix-6685626790418844417'}","{'likes': '91.6K', 'comments': '1484', 'shares': '23.6K'}",https://www.tiktok.com/@fafalo.showbiz/video/7527565519541554440
"{'username': 'tharo.trinh', 'nickname': 'Tharo.Trinh'}",4d ago,🥺🥺,['#tuanhung'],"{'title': 'nhạc nền  - Tharo.Trinh', 'link': '/music/nhạc-nền-TharoTrinh-7528430649817041665'}","{'likes': '60.2K', 'comments': '0', 'shares': '11.2K'}",https://www.tiktok.com/@tharo.trinh/video/7528430617105566984
